日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-02-25,300100,44.5,45.34,46.9,44.5,390629,1792196844.0,5.25,-0.83,-0.38,10.09
2025-02-26,300100,45.09,46.95,49.4,45.09,560084,2675916379.0,9.51,3.55,1.61,14.47
2025-02-27,300100,45.65,45.43,47.98,44.52,386623,1782807102.0,7.37,-3.24,-1.52,9.99
2025-02-28,300100,45.8,42.49,46.6,42.3,312723,1360255782.0,9.47,-6.47,-2.94,8.08
2025-03-03,300100,42.8,42.15,43.25,41.0,206448,869077539.0,5.3,-0.8,-0.34,5.33
2025-03-04,300100,42.0,43.23,44.26,41.91,289772,1254762298.0,5.58,2.56,1.08,7.49
2025-03-05,300100,42.5,44.82,45.07,42.5,328769,1446061097.0,5.94,3.68,1.59,8.49
2025-03-06,300100,44.6,45.25,45.86,44.02,321412,1445353725.0,4.11,0.96,0.43,8.3
2025-03-07,300100,44.65,46.62,49.52,44.3,413551,1948233774.0,11.54,3.03,1.37,10.68
2025-03-10,300100,47.5,46.26,49.5,46.05,320475,1528782926.0,7.4,-0.77,-0.36,8.28
2025-03-11,300100,44.3,48.82,50.24,44.3,446168,2140251573.0,12.84,5.53,2.56,11.53
2025-03-12,300100,49.86,47.65,51.0,47.3,380768,1862846316.0,7.58,-2.4,-1.17,9.84
2025-03-13,300100,47.02,44.37,47.49,42.58,395829,1745001033.0,10.3,-6.88,-3.28,10.23
2025-03-14,300100,44.88,50.99,51.86,43.66,519094,2488657687.36,18.48,14.92,6.62,13.41
